Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,toilets,accepts_reservations,has_drinking_water,rv_hookups,pets_allowed,is_cheap,has_showers,has_dump,Column 13,Column 14,Column 15,Column 16
-87.255,38.059,SCAL/Scales Lake Park  CP PH:812.897.6200   SITES:140  AMEN:E DP DW SH approx 1.2 mi NE of Boonville 38.059 -87.255,SCAL,Scales Lake Park,CP,812.897.6200, , ,140, ,E DP DW SH ,unknown,unknown,1,E,unknown,0,1,1,IN,1.2,NE,Boonville
-87.076,39.931,SHAD/Shades State Park  SP PH:765.435.2810 all year COMM:great trails SITES:105  AMEN:NH DP DW SH RS approx 4.1 mi NW of Waveland 39.931 -87.076,SHAD,Shades State Park,SP,765.435.2810,all year,great trails,105, ,NH DP DW SH RS ,unknown,1,1,NH,unknown,0,1,1,IN,4.1,NW,Waveland
-87.232,39.165,SHAK/Shakamak State Park  SP PH:812.665.2158 all year  SITES:165  AMEN:E DP DW SH RS approx 1.8 mi W of Jasonville 39.165 -87.232,SHAK,Shakamak State Park,SP,812.665.2158,all year, ,165, ,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,IN,1.8,W,Jasonville
-86.019,38.07,SOUT/South Harrison Co Park  CP PH:812.738.8236     AMEN:E DP DW SH approx 4.3 mi SW of Elizabeth 38.07 -86.019,SOUT,South Harrison Co Park,CP,812.738.8236, , , , ,E DP DW SH ,unknown,unknown,1,E,unknown,0,1,1,IN,4.3,SW,Elizabeth
-86.412,38.733,SPRI/Spring Mill State Park  SP PH:812.849.4129 all year  SITES:220  AMEN:E DP DW SH RS approx 3.3 mi E of Mitchell 38.733 -86.412,SPRI,Spring Mill State Park,SP,812.849.4129,all year, ,220, ,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,IN,3.3,E,Mitchell
-86.564,38.485,SPRV/Springs Valley Rec Area  NF PH:812.547.7051/812.275.5987   SITES:10  AMEN:NH ND NS NR approx 7.1 mi SW of Paoli 38.485 -86.564,SPRV,Springs Valley Rec Area,NF,812.547.7051/812.275.5987, , ,10, ,NH ND NS NR ,unknown,0,unknown,NH,unknown,0,0,0,IN,7.1,SW,Paoli
-86.077,38.817,STAR/Starve Hollow  State Rec Area  SRA PH:812.358.3464 all year  SITES:200  AMEN:WES DP DW SH RS approx 2.3 mi SE of Vallonia 38.817 -86.077,STAR,Starve Hollow  State Rec Area,SRA,812.358.3464,all year, ,200, ,WES DP DW SH RS ,unknown,1,1,WES,unknown,0,1,1,IN,2.3,SE,Vallonia
-85.034,41.668,STEU/Steuben County Park  CP PH:260.833.2401 early may-late sep    AMEN:E DP approx 2.9 mi NW of Angola 41.668 -85.034,STEU,Steuben County Park,CP,260.833.2401,early may-late sep, , , ,E DP ,unknown,unknown,unknown,E,unknown,0,unknown,1,IN,2.9,NW,Angola
-87.394,39.104,SULL/Sullivan County Park  CP PH:812.268.6251   SITES:450  AMEN:WE DP DW SH approx 0.9 mi NE of Sullivan 39.104 -87.394,SULL,Sullivan County Park,CP,812.268.6251, , ,450, ,WE DP DW SH ,unknown,unknown,1,WE,unknown,0,1,1,IN,0.9,NE,Sullivan
-85.303,40.026,SUMM/Summit Lake State Park  SP PH:765.766.5873 all year  SITES:125  AMEN:E DP DW SH RS approx 7.6 mi NE of New Castle 40.026 -85.303,SUMM,Summit Lake State Park,SP,765.766.5873,all year, ,125, ,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,IN,7.6,NE,New Castle
-87.142,39.054,SUNS/Sunset City Park  CP   COMM:scuba - snorkel   AMEN:WE L$ approx 1.8 mi NE of Linton 39.054 -87.142,SUNS,Sunset City Park,CP, , ,scuba - snorkel, , ,WE L$ ,unknown,unknown,unknown,WE,unknown,1,unknown,unknown,IN,1.8,NE,Linton
-86.477,38.316,SYCA/Sycamore Springs Park  CP PH:812.338.3846  COMM:reservations required   AMEN:E RS N$ approx 1.4 mi SW of English 38.316 -86.477,SYCA,Sycamore Springs Park,CP,812.338.3846, ,reservations required, , ,E RS N$ ,unknown,1,unknown,E,unknown,0,unknown,unknown,IN,1.4,SW,English
-86.578,41.107,TIPP/Tippecanoe River State Park  SP PH:574.946.3213 all year  SITES:120  AMEN:E DP SH RS approx 4.0 mi N of Winamac 41.107 -86.578,TIPP,Tippecanoe River State Park,SP,574.946.3213,all year, ,120, ,E DP SH RS ,unknown,1,unknown,E,unknown,0,1,1,IN,4,N,Winamac
-86.643,38.134,TIPS/Tipsaw  NF PH:812.547.7051/812.275.5987 mid may-late sep  SITES:50  AMEN:E DP DW SH RS approx 6.9 mi SW of Saint Croix 38.134 -86.643,TIPS,Tipsaw,NF,812.547.7051/812.275.5987,mid may-late sep, ,50, ,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,IN,6.9,SW,Saint Croix
-87.202,39.882,TURK/Turkey Run State Park  SP PH:765.597.2635 all year  SITES:210  AMEN:E DP 40ft DW SH RS approx 2.5 mi N  of Marshall 39.882 -87.202,TURK,Turkey Run State Park,SP,765.597.2635,all year, ,210, ,E DP 40ft DW SH RS ,unknown,1,1,E,unknown,0,1,1,IN,2.5,N ,Marshall
-87.56,38.092,VAND/Vanderburgh 4H Campground  CP PH:812.867.6217   SITES:31  AMEN:WES DP DW SH approx 8.3 mi N of Evansville 38.092 -87.56,VAND,Vanderburgh 4H Campground,CP,812.867.6217, , ,31, ,WES DP DW SH ,unknown,unknown,1,WES,unknown,0,1,1,IN,8.3,N,Evansville
-85.229,39.078,VERS/Versailles State Park  SP PH:812.689.6424 all year  SITES:225  AMEN:E DP SH RS approx 6.0 mi SW of Milan 39.078 -85.229,VERS,Versailles State Park,SP,812.689.6424,all year, ,225, ,E DP SH RS ,unknown,1,unknown,E,unknown,0,1,1,IN,6,SW,Milan
-86.679,40.593,WABE/Wabash and Erie Canal Park  CP PH:765.564.2870     AMEN:E DW SH approx 0.4 mi NW of Delphi 40.593 -86.679,WABE,Wabash and Erie Canal Park,CP,765.564.2870, , , , ,E DW SH ,unknown,unknown,1,E,unknown,0,1,unknown,IN,0.4,NW,Delphi
-85.824,40.791,WABA/Wabash City RV Park  CP     approx 0.5 mi S  of Wabash 40.791 -85.824,WABA,Wabash City RV Park,CP, , , , , ,,unknown,unknown,unknown,unknown,unknown,0,unknown,unknown,IN,0.5,S ,Wabash
-86.928,38.736,WEST/West Boggs Park  CP PH:812.295.3421   SITES:220  AMEN:E DP approx 4.1 mi N  of Loogootee 38.736 -86.928,WEST,West Boggs Park,CP,812.295.3421, , ,220, ,E DP ,unknown,unknown,unknown,E,unknown,0,unknown,1,IN,4.1,N ,Loogootee
-85.438,39.904,WESW/Westwood Park  AUTH PH:765.987.1232 mid may-mid oct  SITES:45  AMEN:E DP DW SH approx 4.0 mi SW of New Castle 39.904 -85.438,WESW,Westwood Park,AUTH,765.987.1232,mid may-mid oct, ,45, ,E DP DW SH ,unknown,unknown,1,E,unknown,0,1,1,IN,4,SW,New Castle
-85.969,40.124,WHIR/White River Campground  CP PH:317.984.2705   SITES:106  AMEN:E DP DW SH approx 2.3 mi E of Cicero 40.124 -85.969,WHIR,White River Campground,CP,317.984.2705, , ,106, ,E DP DW SH ,unknown,unknown,1,E,unknown,0,1,1,IN,2.3,E,Cicero
-84.942,39.612,WHIT/Whitewater Memorial State Park  SP PH:765.458.5565 all year  SITES:280  AMEN:E DP 40ft DW SH RS approx 1.7 mi S  of Liberty 39.612 -84.942,WHIT,Whitewater Memorial State Park,SP,765.458.5565,all year, ,280, ,E DP 40ft DW SH RS ,unknown,1,1,E,unknown,0,1,1,IN,1.7,S ,Liberty
-87.517,40.971,WILL/Willow Slough State Fish and Wildlife Area  SP PH:219.285.2704   SITES:50  AMEN:NH DW SH NR approx 3.7 mi NW of Morocco 40.971 -87.517,WILL,Willow Slough State Fish and Wildlife Area,SP,219.285.2704, , ,50, ,NH DW SH NR ,unknown,0,1,NH,unknown,0,1,unknown,IN,3.7,NW,Morocco
-86.339,39.186,YELL/Yellowwood State Forest  SP PH:812.988.7945   SITES:80  AMEN:NH ND NS NR approx 5.1 mi W of Nashville 39.186 -86.339,YELL,Yellowwood State Forest,SP,812.988.7945, , ,80, ,NH ND NS NR ,unknown,0,unknown,NH,unknown,0,0,0,IN,5.1,W,Nashville
-95.582,38.673,110M/110 Mile Park - Pomona Reservoir  COE PH:785.453.2201   SITES:25  AMEN:NH NR approx 7.5 mi S  of Overbrook 38.673 -95.582,110M,110 Mile Park - Pomona Reservoir,COE,785.453.2201, , ,25, ,NH NR ,unknown,0,unknown,NH,unknown,0,unknown,unknown,KS,7.5,S ,Overbrook
-97.657,39.546,AIRP/Airport Park  CP PH:765.243.1150   SITES:15  AMEN:WE DP L$ approx 1.7 mi S  of Concordia 39.546 -97.657,AIRP,Airport Park,CP,765.243.1150, , ,15, ,WE DP L$ ,unknown,unknown,unknown,WE,unknown,1,unknown,1,KS,1.7,S ,Concordia
-98.049,37.175,ANTH/Anthony City Lake  CP PH:620.842.5434  COMM:cold showers SITES:66  AMEN:E DW SH approx 1.8 mi NW of Anthony 37.175 -98.049,ANTH,Anthony City Lake,CP,620.842.5434, ,cold showers,66, ,E DW SH ,unknown,unknown,1,E,unknown,0,1,unknown,KS,1.8,NW,Anthony
-97.764,37.247,ARGO/Argonia River Park  CP PH:620.435.6553   SITES:14  AMEN:WES DP FT DW SH approx 1.3 mi S  of Argonia 37.247 -97.764,ARGO,Argonia River Park,CP,620.435.6553, , ,14, ,WES DP FT DW SH ,FT,unknown,1,WES,unknown,0,1,1,KS,1.3,S ,Argonia
-100.761,37.148,ARKA/Arkalon Park  CP PH:620.626.0531   SITES:100 EL:2549 AMEN:WE DP DW SH approx 11.4 mi NE of Liberal 37.148 -100.761,ARKA,Arkalon Park,CP,620.626.0531, , ,100,2549,WE DP DW SH ,unknown,unknown,1,WE,unknown,0,1,1,KS,11.4,NE,Liberal
-95.751,38.493,ARRO/Arrow Rock - Melvern Reservoir  COE PH:785.549.3318 early may-late sep    AMEN:WE DP DW SH RS L$ approx 6.2 mi W of Melvern 38.493 -95.751,ARRO,Arrow Rock - Melvern Reservoir,COE,785.549.3318,early may-late sep, , , ,WE DP DW SH RS L$ ,unknown,1,1,WE,unknown,1,1,1,KS,6.2,W,Melvern
-95.451,39.638,ATCH/Atchison County Lake  CP PH:913.367.1653     AMEN:NH ND DW NS L$ approx 18.3 mi W of Atchison 39.638 -95.451,ATCH,Atchison County Lake,CP,913.367.1653, , , , ,NH ND DW NS L$ ,unknown,unknown,1,NH,unknown,1,0,0,KS,18.3,W,Atchison
-95.174,39.632,ATCH/Atchison State Fishing Lake  SP PH:913.367.7811 all year COMM:primitive sites near lake SITES:16  AMEN:NH ND NS RS L$ approx 5.5 mi NW of Atchison 39.632 -95.174,ATCH,Atchison State Fishing Lake,SP,913.367.7811,all year,primitive sites near lake,16, ,NH ND NS RS L$ ,unknown,1,unknown,NH,unknown,1,0,0,KS,5.5,NW,Atchison
-101.042,39.818,ATWO/Atwood Lions Club Park  CP PH:785.626.3428   SITES:9 EL:2838 AMEN:E DP DW SH approx 0.8 mi N of Atwood 39.818 -101.042,ATWO,Atwood Lions Club Park,CP,785.626.3428, , ,9,2838,E DP DW SH ,unknown,unknown,1,E,unknown,0,1,1,KS,0.8,N,Atwood
-101.042,39.815,ATWO/Atwood Lions Park  CP PH:785.626.3428    EL:2835 AMEN:E FT DW SH approx 0.5 mi N of Atwood 39.815 -101.042,ATWO,Atwood Lions Park,CP,785.626.3428, , , ,2835,E FT DW SH ,FT,unknown,1,E,unknown,0,1,unknown,KS,0.5,N,Atwood
-95.779,39.457,BANN/Banner Creek  CP PH:785.364.4236   SITES:34  AMEN:WE DP DW SH L$ approx 2.4 mi W of Holton 39.457 -95.779,BANN,Banner Creek,CP,785.364.4236, , ,34, ,WE DP DW SH L$ ,unknown,unknown,1,WE,unknown,1,1,1,KS,2.4,W,Holton
-94.72,37.023,BAXT/Baxter Springs Riverside Park  CP PH:620.856.2112  COMM:call first   AMEN:E DP L$ approx 0.9 mi E of Baxter Springs 37.023 -94.72,BAXT,Baxter Springs Riverside Park,CP,620.856.2112, ,call first, , ,E DP L$ ,unknown,unknown,unknown,E,unknown,1,unknown,1,KS,0.9,E,Baxter Springs
-97.288,39.567,BERN/Berner Memorial Campground  CP PH:785.455.3711     AMEN:E DP FT DW SH L$ approx 0.5 mi W of Clifton 39.567 -97.288,BERN,Berner Memorial Campground,CP,785.455.3711, , , , ,E DP FT DW SH L$ ,FT,unknown,1,E,unknown,1,1,1,KS,0.5,W,Clifton
-101.257,37.898,BEYM/Beymer Water Recreation Park  CP    SITES:8 EL:2999 AMEN:WE FT DW L$ approx 2.9 mi S  of Lakin 37.898 -101.257,BEYM,Beymer Water Recreation Park,CP, , , ,8,2999,WE FT DW L$ ,FT,unknown,1,WE,unknown,1,unknown,unknown,KS,2.9,S ,Lakin
-94.939,37.274,BIGB/Big Brutus Museum  CP PH:620.827.6177  COMM:no tents SITES:10  AMEN:E DP DW SH approx 1.1 mi SW of West Mineral 37.274 -94.939,BIGB,Big Brutus Museum,CP,620.827.6177, ,no tents,10, ,E DP DW SH ,unknown,unknown,1,E,unknown,0,1,1,KS,1.1,SW,West Mineral
-95.376,38.912,BLOO/Bloomington East - Clinton Lake  COE PH:785.843.7665 early apr-late sep COMM:3 camping areas SITES:300  AMEN:WE DP FT DW SH RS approx 8.6 mi SW of Lawrence 38.912 -95.376,BLOO,Bloomington East - Clinton Lake,COE,785.843.7665,early apr-late sep,3 camping areas,300, ,WE DP FT DW SH RS ,FT,1,1,WE,unknown,0,1,1,KS,8.6,SW,Lawrence
-96.666,39.683,BLUE/Blue Rapids/Riverside City Park  CP PH:785.363.7715     AMEN:E DP DW SH approx 0.4 mi W of Blue Rapids 39.683 -96.666,BLUE,Blue Rapids/Riverside City Park,CP,785.363.7715, , , , ,E DP DW SH ,unknown,unknown,1,E,unknown,0,1,1,KS,0.4,W,Blue Rapids
-98.005,38.633,BOLD/Boldt Bluff - Kanopolis Lake  COE PH:785.546.2294  COMM:unknown facil    AMEN:NH ND NS NR approx 25.6 mi SW of Salina 38.633 -98.005,BOLD,Boldt Bluff - Kanopolis Lake,COE,785.546.2294, ,unknown facil , , ,NH ND NS NR ,unknown,0,unknown,NH,unknown,0,0,0,KS,25.6,SW,Salina
-100,38.069,BUCK/Buckner Valley Park  CP     EL:2343 AMEN:E DW approx 5.9 mi W of Jetmore 38.069 -100,BUCK,Buckner Valley Park,CP, , , , ,2343,E DW ,unknown,unknown,1,E,unknown,0,unknown,unknown,KS,5.9,W,Jetmore
-95.446,37.806,CAMP/Camp Hunter Park  CP   COMM:no tents - check in at City Hall   AMEN:E DP approx 0.6 mi SW of Humboldt 37.806 -95.446,CAMP,Camp Hunter Park,CP, , ,no tents - check in at City Hall, , ,E DP ,unknown,unknown,unknown,E,unknown,0,unknown,1,KS,0.6,SW,Humboldt
-99.168,38.177,CAMP/Camp Pawnee  CP PH:620.285.3721 early apr-mid oct  SITES:12 EL:2024 AMEN:E FT DW approx 3.8 mi W of Larned 38.177 -99.168,CAMP,Camp Pawnee,CP,620.285.3721,early apr-mid oct, ,12,2024,E FT DW ,FT,unknown,1,E,unknown,0,unknown,unknown,KS,3.8,W,Larned
-96.536,38.693,CANN/Canning Creek - Council Grove Lake  COE PH:620.767.5195 mid apr-late oct  SITES:45  AMEN:WES DP DW SH RS PA L$ approx 3.2 mi NW of Council Grove 38.693 -96.536,CANN,Canning Creek - Council Grove Lake,COE,620.767.5195,mid apr-late oct, ,45, ,WES DP DW SH RS PA L$ ,unknown,1,1,WES,1,1,1,1,KS,3.2,NW,Council Grove
-95.678,38.675,CARB/Carbolyn Park - Pomona Lake  COE PH:785.453.2201 early may-late sep  SITES:30  AMEN:WE DP DW SH RS L$ approx 22.5 mi W of Ottawa 38.675 -95.678,CARB,Carbolyn Park - Pomona Lake,COE,785.453.2201,early may-late sep, ,30, ,WE DP DW SH RS L$ ,unknown,1,1,WE,unknown,1,1,1,KS,22.5,W,Ottawa
-95.849,37.257,CARD/Card Creek - Elk City Lake  COE PH:313.336.2741     AMEN:E DP NS NR L$ approx 8.0 mi W of Independence 37.257 -95.849,CARD,Card Creek - Elk City Lake,COE,313.336.2741, , , , ,E DP NS NR L$ ,unknown,0,unknown,E,unknown,1,0,1,KS,8,W,Independence
-97.163,37.275,CAVE/Cave Park  CP   COMM:primitive   AMEN:NH approx 0.3 mi E of Oxford 37.275 -97.163,CAVE,Cave Park,CP, , ,primitive, , ,NH ,unknown,unknown,unknown,NH,unknown,0,unknown,unknown,KS,0.3,E,Oxford
-99.732,38.808,CEBN/Cedar Bluff State Park - North Shore  SP PH:785.726.3212 all year  SITES:254 EL:2168 AMEN:E DP SH RS approx 12.9 mi SW of Ellis 38.808 -99.732,CEBN,Cedar Bluff State Park - North Shore,SP,785.726.3212,all year, ,254,2168,E DP SH RS ,unknown,1,unknown,E,unknown,0,1,1,KS,12.9,SW,Ellis
-99.764,38.772,CEBS/Cedar Bluff State Park - South Shore  SP PH:785.726.3212 all year  SITES:315 EL:2194 AMEN:RS approx 9.1 mi N  of Brownell 38.772 -99.764,CEBS,Cedar Bluff State Park - South Shore,SP,785.726.3212,all year, ,315,2194,RS ,unknown,1,unknown,unknown,unknown,0,unknown,unknown,KS,9.1,N ,Brownell
-95.609,38.693,CEDP/Cedar Park - Pomona Reservoir  COE   COMM:unknown facil    AMEN:NH ND NS NR approx 19.2 mi W of Ottawa 38.693 -95.609,CEDP,Cedar Park - Pomona Reservoir,COE, , ,unknown facil , , ,NH ND NS NR ,unknown,0,unknown,NH,unknown,0,0,0,KS,19.2,W,Ottawa
-96.152,39.703,CENT/Centralia Lake  CP PH:785.857.3764     AMEN:E approx 2.0 mi SW of Centralia 39.703 -96.152,CENT,Centralia Lake,CP,785.857.3764, , , , ,E ,unknown,unknown,unknown,E,unknown,0,unknown,unknown,KS,2,SW,Centralia
-98.114,39.455,CHAU/Chautauqua Park  CP      AMEN:E DP FT DW NS N$ approx 0.4 mi W of Beloit 39.455 -98.114,CHAU,Chautauqua Park,CP, , , , , ,E DP FT DW NS N$ ,FT,unknown,1,E,unknown,0,0,1,KS,0.4,W,Beloit
-97.79,37.753,CHEE/Cheney State Park - East Shore  SP PH:316.542.3664 all year  SITES:625  AMEN:RS approx 10.5 mi SW of Mt.Hope 37.753 -97.79,CHEE,Cheney State Park - East Shore,SP,316.542.3664,all year, ,625, ,RS ,unknown,1,unknown,unknown,unknown,0,unknown,unknown,KS,10.5,SW,Mt.Hope
-97.832,37.724,CHEW/Cheney State Park - West Shore  SP PH:316.542.3664 all year  SITES:300  AMEN:E DP DW SH RS approx 7 mi NW of Cheney 37.724 -97.832,CHEW,Cheney State Park - West Shore,SP,316.542.3664,all year, ,300, ,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,KS,7,NW,Cheney
-95.471,37.284,CHER/Cherryvale - Big Hill Lake  COE PH:620.336.2741 early apr-late oct  SITES:30  AMEN:WES DP DW SH RS approx 4.6 mi E of Cherryvale 37.284 -95.471,CHER,Cherryvale - Big Hill Lake,COE,620.336.2741,early apr-late oct, ,30, ,WES DP DW SH RS ,unknown,1,1,WES,unknown,0,1,1,KS,4.6,E,Cherryvale
-101.894,37.119,CIMA/Cimarron  NF PH:620.697.4621/719.545.8737   SITES:14 EL:3389 AMEN:NH ND NS NR approx 7.7 mi N  of Elkhart 37.119 -101.894,CIMA,Cimarron,NF,620.697.4621/719.545.8737, , ,14,3389,NH ND NS NR ,unknown,0,unknown,NH,unknown,0,0,0,KS,7.7,N ,Elkhart
-97.014,39.208,CLAY/Clay County Park  CP PH:785.461.5774   SITES:240  AMEN:WE DP DW SH approx 0.5 mi S  of Wakefield 39.208 -97.014,CLAY,Clay County Park,CP,785.461.5774, , ,240, ,WE DP DW SH ,unknown,unknown,1,WE,unknown,0,1,1,KS,0.5,S ,Wakefield
-95.354,38.942,CLIN/Clinton State Park  SP PH:785.842.8562 all year  SITES:450  AMEN:E 40ft RS approx 6.7 mi W of Lawrence 38.942 -95.354,CLIN,Clinton State Park,SP,785.842.8562,all year, ,450, ,E 40ft RS ,unknown,1,unknown,E,unknown,0,unknown,unknown,KS,6.7,W,Lawrence
-95.719,38.501,COEU/Coeur DAlene - Melvern Lake  COE PH:785.549.3318 early may-late sep    AMEN:WES DP DW SH RS L$ approx 4.4 mi W of Melvern 38.501 -95.719,COEU,Coeur DAlene - Melvern Lake,COE,785.549.3318,early may-late sep, , , ,WES DP DW SH RS L$ ,unknown,1,1,WES,unknown,1,1,1,KS,4.4,W,Melvern
-97.086,38.391,COTT/Cottonwood Point - Marion Lake  COE PH:620.382.2101 mid mar-mid nov    AMEN:E DP DW SH RS PA approx 4.8 mi NW of Marion 38.391 -97.086,COTT,Cottonwood Point - Marion Lake,COE,620.382.2101,mid mar-mid nov, , , ,E DP DW SH RS PA ,unknown,1,1,E,1,0,1,1,KS,4.8,NW,Marion
-97.893,39.781,COUR/Courtland City Park  CP    SITES:5  AMEN:NH ND FT DW NS N$ approx 0.0 mi W of Courtland 39.781 -97.893,COUR,Courtland City Park,CP, , , ,5, ,NH ND FT DW NS N$ ,FT,unknown,1,NH,unknown,0,0,0,KS,0,W,Courtland
-94.664,37.476,CRAF/Crawford State Fishing Lake  SP PH:602.362.3671 all year COMM:uknown facilities SITES:115  AMEN:E RS approx 13.3 mi SE of Farlington 37.476 -94.664,CRAF,Crawford State Fishing Lake,SP,602.362.3671,all year,uknown facilities,115, ,E RS ,unknown,1,unknown,E,unknown,0,unknown,unknown,KS,13.3,SE,Farlington
-94.813,37.644,CRAW/Crawford State Park  SP PH:620.362.3671 all year  SITES:500  AMEN:E DP RS approx 2 mi NE of Farlington 37.644 -94.813,CRAW,Crawford State Park,SP,620.362.3671,all year, ,500, ,E DP RS ,unknown,1,unknown,E,unknown,0,unknown,1,KS,2,NE,Farlington
-96.936,39.085,CURT/Curtis Creek - Milford Lake  COE PH:785.238.5714 mid apr-late sep  SITES:80  AMEN:WE DP DW SH RS L$ approx 6.8 mi NW of Junction City 39.085 -96.936,CURT,Curtis Creek - Milford Lake,COE,785.238.5714,mid apr-late sep, ,80, ,WE DP DW SH RS L$ ,unknown,1,1,WE,unknown,1,1,1,KS,6.8,NW,Junction City
-95.756,38.248,DAMA/Dam Site Area - John Redmond Reservoir  COE PH:620.364.8613 early may-late sep    AMEN:E DP DW SH RS approx 3.8 mi N  of Burlington 38.248 -95.756,DAMA,Dam Site Area - John Redmond Reservoir,COE,620.364.8613,early may-late sep, , , ,E DP DW SH RS ,unknown,1,1,E,unknown,0,1,1,KS,3.8,N ,Burlington
-96.069,37.646,DAMF/Damsite - Fall River Lake  COE PH:620.658.4445 early apr-late oct  SITES:30  AMEN:WES DP DW SH RS PA approx 44.9 mi E of El Dorado 37.646 -96.069,DAMF,Damsite - Fall River Lake,COE,620.658.4445,early apr-late oct, ,30, ,WES DP DW SH RS PA ,unknown,1,1,WES,1,0,1,1,KS,44.9,E,El Dorado
-95.104,37.177,DANN/Danny Elliott Park  CP PH:620.795.4433   SITES:4  AMEN:WE DP DW SH approx 0.7 mi NE of Oswego 37.177 -95.104,DANN,Danny Elliott Park,CP,620.795.4433, , ,4, ,WE DP DW SH ,unknown,unknown,1,WE,unknown,0,1,1,KS,0.7,NE,Oswego
-99.947,37.775,DODG/Dodge City Roadside Park  CP    SITES:5 EL:2523 AMEN:NH ND NS approx 4.1 mi E of Dodge City 37.775 -99.947,DODG,Dodge City Roadside Park,CP, , , ,5,2523,NH ND NS ,unknown,unknown,unknown,NH,unknown,0,0,0,KS,4.1,E,Dodge City
-95.736,38.192,DRAK/Drake City Park  CP PH:620.364.5334   SITES:8  AMEN:E FT DW SH L$ approx 0.4 mi E of Burlington 38.192 -95.736,DRAK,Drake City Park,CP,620.364.5334, , ,8, ,E FT DW SH L$ ,FT,unknown,1,E,unknown,1,1,unknown,KS,0.4,E,Burlington
-95.078,37.036,EAST/East River Park  CP PH:620.236.7541     AMEN:E DP approx 0.7 mi E of Chetopa 37.036 -95.078,EAST,East River Park,CP,620.236.7541, , , , ,E DP ,unknown,unknown,unknown,E,unknown,0,unknown,1,KS,0.7,E,Chetopa
-95.747,38.536,EISE/Eisenhower State Park  SP PH:785.528.4102 all year  SITES:230  AMEN:E 60ft DW SH RS approx 8 mi SE of Osage City 38.536 -95.747,EISE,Eisenhower State Park,SP,785.528.4102,all year, ,230, ,E 60ft DW SH RS ,unknown,1,1,E,unknown,0,1,unknown,KS,8,SE,Osage City
-96.786,37.833,ELDO/El Dorado State Park  SP PH:316.321.7180 all year  SITES:1100  AMEN:E 40ft SH RS approx 4.3 mi E of El Dorado 37.833 -96.786,ELDO,El Dorado State Park,SP,316.321.7180,all year, ,1100, ,E 40ft SH RS ,unknown,1,unknown,E,unknown,0,1,unknown,KS,4.3,E,El Dorado
-95.771,37.256,ELKC/Elk City State Park  SP PH:620.331.6295 all year  SITES:100  AMEN:RS approx 4.1 mi NW of Independence 37.256 -95.771,ELKC,Elk City State Park,SP,620.331.6295,all year, ,100, ,RS ,unknown,1,unknown,unknown,unknown,0,unknown,unknown,KS,4.1,NW,Independence
-98.589,38.361,ELLI/Ellinwood City Park  CP    SITES:5 EL:1788 AMEN:E DP DW L$ approx 0.6 mi NW of Ellinwood 38.361 -98.589,ELLI,Ellinwood City Park,CP, , , ,5,1788,E DP DW L$ ,unknown,unknown,1,E,unknown,1,unknown,1,KS,0.6,NW,Ellinwood
-99.558,38.94,ELLI/Ellis Lakeside City Campground  CP PH:785.726.4812   SITES:18 EL:2116 AMEN:WE DP DW SH approx 0.2 mi NE of Ellis 38.94 -99.558,ELLI,Ellis Lakeside City Campground,CP,785.726.4812, , ,18,2116,WE DP DW SH ,unknown,unknown,1,WE,unknown,0,1,1,KS,0.2,NE,Ellis
-95.084,37.047,ELMO/Elmore Park  CP      AMEN:E DP approx 0.8 mi NE of Chetopa 37.047 -95.084,ELMO,Elmore Park,CP, , , , , ,E DP ,unknown,unknown,unknown,E,unknown,0,unknown,1,KS,0.8,NE,Chetopa
-95.241,37.567,ERIE/Erie City Park  CP PH:620.244.3461     AMEN:E DP L$ approx 0.2 mi SE of Erie 37.567 -95.241,ERIE,Erie City Park,CP,620.244.3461, , , , ,E DP L$ ,unknown,unknown,unknown,E,unknown,1,unknown,1,KS,0.2,SE,Erie
-96.097,37.652,FALR/Fall River State Park  SP PH:620.637.2213 all year  SITES:165  AMEN:E SH RS approx 12.9 mi SW of Toronto 37.652 -96.097,FALR,Fall River State Park,SP,620.637.2213,all year, ,165, ,E SH RS ,unknown,1,unknown,E,unknown,0,1,unknown,KS,12.9,SW,Toronto
-96.901,39.152,FARN/Farnum Creek - Milford Lake  COE PH:785.238.4636   SITES:75  AMEN:E DP DW SH NR L$ approx 1.6 mi S  of Milford 39.152 -96.901,FARN,Farnum Creek - Milford Lake,COE,785.238.4636, , ,75, ,E DP DW SH NR L$ ,unknown,0,1,E,unknown,1,1,1,KS,1.6,S ,Milford
-94.754,37.788,FORT/Fort Scott Lake  CP    SITES:10  AMEN:E approx 4.3 mi SW of Fort Scott 37.788 -94.754,FORT,Fort Scott Lake,CP, , , ,10, ,E ,unknown,unknown,unknown,E,unknown,0,unknown,unknown,KS,4.3,SW,Fort Scott
-94.715,37.425,FOUR/Four Oaks RV Park  CP PH:620.231.8310   SITES:12  AMEN:WE DP DW approx  mi  of Pittsburg 37.425 -94.715,FOUR,Four Oaks RV Park,CP,620.231.8310, , ,12, ,WE DP DW ,unknown,unknown,1,WE,unknown,0,unknown,1,KS,,,Pittsburg
